,county,state,county_population,covid_hospital_admissions_per_100k,covid_cases_per_100k,lon,lat
32240,Hardy County,West Virginia,13776.0,1.3,50.81,-78.8441276,39.0040008
32241,Allegany County,Maryland,70416.0,1.3,51.12,-78.6550628,39.6572451
32242,Garrett County,Maryland,29014.0,1.3,17.23,-79.2496976,39.544087
32243,Grant County,West Virginia,11568.0,1.3,25.93,-79.2066739,39.0674434
32244,Mineral County,West Virginia,26868.0,1.3,26.05,-78.9416922,39.3839905
32245,Gallatin County,Kentucky,8869.0,2.5,11.28,-84.8435828,38.7531444
32246,Pendleton County,Kentucky,14590.0,2.5,27.42,-84.3689142,38.6914606
32247,Grant County,Kentucky,25069.0,2.5,3.99,-84.6162564,38.6472221
32248,Kenton County,Kentucky,166998.0,2.5,52.7,-84.5331967,38.9252546
32249,Boone County,Kentucky,133581.0,2.5,56.89,-84.7160121,38.9589235
32250,Campbell County,Kentucky,93584.0,2.5,78.0,-84.3715286,38.9339799
32251,Windham County,Connecticut,116782.0,10.3,166.98,-72.0051201,41.8208345
32252,Hartford County,Connecticut,891720.0,10.3,201.3,-72.722324,41.7923478
32253,Tolland County,Connecticut,150721.0,10.3,155.25,-72.3562252,41.818446
32254,Bristol County,Rhode Island,48479.0,7.3,288.78,-71.2844401,41.7034082
32255,New London County,Connecticut,265206.0,7.3,230.76,-72.1237666,41.4915013
32256,Kent County,Rhode Island,164292.0,7.3,293.99,-71.602762,41.6722912
32257,Providence County,Rhode Island,638931.0,7.3,282.03,-71.5814834,41.8677428
32258,Washington County,Rhode Island,125577.0,7.3,297.83,-71.7039673,41.4619922
32259,Pulaski County,Kentucky,64979.0,0.0,30.78,-84.593893,37.1124781
32260,Wayne County,Kentucky,20333.0,0.0,9.84,-84.8250848,36.7822106
32261,McCreary County,Kentucky,17231.0,0.0,29.02,-84.4960095,36.735774
32262,Onondaga County,New York,460528.0,16.5,328.97,-76.2257127,43.015598
32263,Oswego County,New York,117124.0,16.5,305.66,-76.1279841,43.4112973
32264,Cayuga County,New York,76576.0,16.5,235.06,-76.5700777,42.8093409
32265,Estill County,Kentucky,14106.0,1.5,21.27,-83.9407279,37.6896864
32266,Madison County,Kentucky,92987.0,1.5,73.13,-84.2974735,37.7298081
32267,Jackson County,Kentucky,13329.0,1.5,45.01,-83.9913882,37.4200233
32268,Rockcastle County,Kentucky,16695.0,1.5,23.96,-84.3254309,37.3885959
32269,Lunenburg County,Virginia,12196.0,3.9,98.39,-78.2562001,36.9445279
32270,Halifax County,Virginia,33911.0,3.9,88.47,-78.9425634,36.747244
32271,Mecklenburg County,Virginia,30587.0,3.9,124.24,-78.314746,36.6798483
32272,Adair County,Kentucky,19202.0,2.7,46.87,-85.289922,37.0954558
32273,Russell County,Kentucky,17923.0,2.7,5.58,-85.02549351714558,37.0042935
32274,Green County,Kentucky,10941.0,2.7,9.14,-85.5346302,37.2433976
32275,Taylor County,Kentucky,25769.0,2.7,23.28,-85.3096607,37.3396409
32276,Orange County,New York,384940.0,9.5,86.51,-74.2507287,41.3873306
32277,Sullivan County,New York,75432.0,9.5,233.32,-74.7804323,41.7156311
32278,Pike County,Pennsylvania,55809.0,9.5,177.39,-75.008326,41.340546
32279,Belknap County,New Hampshire,61303.0,8.0,257.74,-71.4530581,43.5218848
32280,Merrimack County,New Hampshire,151391.0,8.0,160.51,-71.6854725,43.3260376
32281,Carroll County,New Hampshire,48910.0,8.0,212.64,-71.2740836,43.8778199
32282,Hillsborough County,New Hampshire,417025.0,8.0,227.32,-71.751376,42.9373379
32283,Androscoggin County,Maine,108277.0,5.1,194.87,-70.196395,44.1402839
32284,Franklin County,Maine,30199.0,5.1,357.63,-70.4395797,44.916814
32285,Oxford County,Maine,57975.0,5.1,224.23,-70.7782375,44.4694529
32286,York County,Maine,207641.0,7.7,319.78,-70.6546639,43.4229305
32287,Strafford County,New Hampshire,130633.0,7.7,260.27,-71.0399927,43.3312505
32288,Cumberland County,Kentucky,6614.0,0.0,0.0,-85.3795095,36.7934611
32289,Clinton County,Kentucky,10218.0,0.0,19.57,-85.1426047,36.7190018
32290,Chautauqua County,New York,126903.0,6.2,192.27,-79.421728,42.2894671
32291,Erie County,Pennsylvania,269728.0,6.2,100.1,-80.1410773337322,42.18230345
32292,Warren County,Pennsylvania,39191.0,6.2,137.79,-79.2654452,41.8119602
32293,Bracken County,Kentucky,8303.0,0.0,24.09,-84.0751461,38.686946
32294,Fleming County,Kentucky,14581.0,0.0,27.43,-83.6790737,38.3663888
32295,Mason County,Kentucky,17070.0,0.0,23.43,-83.8118236,38.5755445
32296,Kent County,Maryland,19422.0,0.0,66.93,-76.1038454,39.2587546
32297,Mercer County,New Jersey,367430.0,8.2,247.67,-74.7033717,40.2807177
32298,Bath County,Kentucky,12500.0,0.0,24.0,-83.7249243,38.1245248
32299,Montgomery County,Kentucky,28157.0,0.0,78.13,-83.9152368,38.0372304
32300,Floyd County,Georgia,98498.0,1.5,31.47,-85.2229248,34.2421984
32301,Polk County,Georgia,42613.0,1.5,23.47,-85.1567475,33.9981581
32302,Gordon County,Georgia,57963.0,1.5,127.67,-84.8986308,34.5019651
32303,Bartow County,Georgia,107738.0,1.5,54.76,-84.8406984,34.2394683
32304,Chattooga County,Georgia,24789.0,1.5,16.14,-85.3660518,34.4620931
32305,Mobile County,Alabama,413210.0,1.7,14.04,-88.194642,30.6488242
32306,Monroe County,Alabama,20733.0,1.7,9.65,-87.3781004,31.5593935
32307,Clarke County,Alabama,23622.0,1.7,12.7,-87.8192486,31.659134
32308,Washington County,Alabama,16326.0,1.7,0.0,-88.2019828,31.3991238
32309,Baldwin County,Alabama,223234.0,1.7,32.25,-87.7324392,30.5677527
32310,Barrow County,Georgia,83240.0,0.7,28.83,-83.6996482,33.9848611
32311,Madison County,Georgia,29880.0,0.7,10.04,-83.1817407,34.1307533
32312,Morgan County,Georgia,19276.0,0.7,36.31,-83.5051522,33.5793193
32313,Oconee County,Georgia,40280.0,0.7,29.79,-83.4275918,33.829579
32314,Clarke County,Georgia,128331.0,0.7,47.53,-83.376398,33.9597677
32315,Greene County,Georgia,18324.0,0.7,43.66,-83.1660939,33.5492988
32316,Jackson County,Georgia,72977.0,0.7,0.0,-83.5753386,34.1282559
32317,Oglethorpe County,Georgia,15259.0,0.7,13.11,-83.1049381,33.8702684
32318,Brunswick County,North Carolina,142820.0,4.8,86.82,-78.1914215,34.0718195
32319,New Hanover County,North Carolina,234473.0,4.8,60.56,-77.8818627,34.2751052
32320,Pender County,North Carolina,63060.0,4.8,28.54,-77.8959525,34.5294394
32321,Autauga County,Alabama,55869.0,1.8,32.22,-86.6319403,32.5165255
32322,Covington County,Alabama,37049.0,1.8,21.59,-86.4597236,31.196549
32323,Pike County,Alabama,33114.0,1.8,57.38,-85.9259465,31.7615793
32324,Montgomery County,Alabama,226486.0,1.8,36.65,-86.1999118,32.1672192
32325,Bullock County,Alabama,10101.0,1.8,0.0,-85.7091657,32.09929
32326,Crenshaw County,Alabama,13772.0,1.8,79.87,-86.3244009,31.6809362
32327,Lowndes County,Alabama,9726.0,1.8,51.41,-86.6402541,32.1088066
32328,Dallas County,Alabama,37196.0,0.0,8.07,-87.1046643,32.3117968
32329,Perry County,Alabama,8923.0,0.0,11.21,-87.2876639,32.6421387
32330,Marengo County,Alabama,18863.0,0.0,0.0,-87.7569365,32.201002
32331,Wilcox County,Alabama,10373.0,0.0,9.64,-87.3005169,31.9523021
32332,Haralson County,Georgia,29792.0,0.7,10.07,-85.2001291,33.7812701
32333,Cleburne County,Alabama,14910.0,0.7,6.71,-85.5017359,33.6506958
32334,Calhoun County,Alabama,113605.0,0.7,18.49,-85.8315666,33.7514505
32335,Carroll County,Georgia,119992.0,0.7,14.17,-85.0641272,33.5588005
32336,Thomas County,Georgia,44451.0,2.2,24.75,-83.9460576,30.8668623
32337,Grady County,Georgia,24633.0,2.2,12.18,-84.2322943,30.867067
32338,Mitchell County,Georgia,21863.0,2.2,13.72,-84.17941780873127,31.2608762
32339,Wakulla County,Florida,33739.0,2.2,20.75,-84.3543512,30.1480038
32340,Franklin County,Florida,12125.0,2.2,32.99,-84.8239118,29.8323143
32341,Taylor County,Florida,21569.0,2.2,23.18,-83.6377926,30.0926733
32342,Gadsden County,Florida,45660.0,2.2,28.47,-84.6389937,30.5937346
32343,Jefferson County,Florida,14246.0,2.2,7.02,-83.9326576,30.3949531
32344,Leon County,Florida,293582.0,2.2,76.3,-84.2549068,30.4683062
32345,Madison County,Florida,18493.0,2.2,37.85,-83.4524524,30.4514352
32346,Liberty County,Florida,8354.0,2.2,23.94,-84.8955989,30.2506943
32347,Crockett County,Tennessee,14230.0,3.1,49.19,-89.1300063,35.8010059
32348,Gibson County,Tennessee,49133.0,3.1,36.64,-88.932729,35.9745692
32349,Haywood County,Tennessee,17304.0,3.1,11.56,-89.287824,35.5675653
32350,Henderson County,Tennessee,28117.0,3.1,21.34,-88.3949437,35.6418311
32351,Hardeman County,Tennessee,25050.0,3.1,11.98,-88.9963359,35.1743058
32352,Madison County,Tennessee,97984.0,3.1,87.77,-88.852119,35.6055887
32353,Chester County,Tennessee,17297.0,3.1,34.69,-88.6009817,35.4265564
32354,Decatur County,Tennessee,11663.0,3.1,17.15,-88.1083982,35.6067875
32355,Paulding County,Georgia,168667.0,4.8,39.72,-84.8569161,33.8908526
32356,Pickens County,Georgia,32591.0,4.8,15.34,-84.4682402,34.4630619
32357,Douglas County,Georgia,146343.0,4.8,53.3,-84.7622973,33.6995565
32358,Cherokee County,Georgia,258773.0,4.8,47.15,-84.4720272,34.2391265
32359,Cobb County,Georgia,760141.0,4.8,83.8,-84.5732006,33.9373948
32360,Dooly County,Georgia,13390.0,2.3,44.81,-83.8253817,32.1542383
32361,Sumter County,Georgia,29524.0,2.3,16.94,-84.1862464,32.0485072
32362,Wilcox County,Georgia,8635.0,2.3,23.16,-83.4379708,31.960784
32363,Macon County,Georgia,12947.0,2.3,7.72,-84.0468847,32.3421453
32364,Crisp County,Georgia,22372.0,2.3,13.41,-83.77777,31.9152265
32365,Dillon County,South Carolina,30479.0,3.3,32.81,-79.3864339,34.4014089
32366,Marion County,South Carolina,30657.0,3.3,9.79,-79.3987578,34.0572007
32367,Charlotte County,Florida,188910.0,10.6,88.4,-81.9156799,26.9013269
32368,Sarasota County,Florida,433742.0,10.6,117.12,-82.3609195,27.1813609
32369,DeSoto County,Florida,38001.0,10.6,52.63,-81.8244232,27.190253
32370,Cleveland County,North Carolina,97947.0,0.8,28.59,-81.5507523,35.330702
32371,Gaston County,North Carolina,224529.0,0.8,50.33,-81.179014,35.2849659
32372,Lincoln County,North Carolina,86111.0,0.8,46.45,-81.2062724,35.4866424
32373,Rutherford County,North Carolina,67029.0,0.8,16.41,-81.9023191,35.3994626
32374,Bledsoe County,Tennessee,15064.0,0.0,0.0,-85.2104415,35.5943104
32375,Fentress County,Tennessee,18523.0,0.0,48.59,-84.9303411,36.3639975
32376,Cumberland County,Tennessee,60520.0,0.0,24.79,-84.9748195,35.953805
32377,Hernando County,Florida,193920.0,5.9,53.63,-82.4605068,28.5710156
32378,Hillsborough County,Florida,1471968.0,5.9,94.23,-82.3488057,27.9184543
32379,Pasco County,Florida,553947.0,5.9,100.19,-82.4522702,28.2996183
32380,Pinellas County,Florida,974996.0,5.9,100.1,-82.7329309,27.8778904
32381,Chowan County,North Carolina,13943.0,4.4,14.34,-76.629641,36.0768949
32382,Gates County,North Carolina,11562.0,4.4,17.3,-76.6944133,36.4412509
32383,Bertie County,North Carolina,18947.0,4.4,52.78,-76.9747965,36.0608505
32384,Hertford County,North Carolina,23677.0,4.4,16.89,-77.0115135,36.3560545
32385,Osceola County,Florida,375751.0,3.7,122.69,-81.1437541,28.0443842
32386,Butler County,Alabama,19448.0,5.1,15.43,-86.6754793,31.7340713
32387,Bedford County,Tennessee,49713.0,0.0,38.22,-86.4507189,35.5099479
32388,Alamance County,North Carolina,169509.0,10.6,77.87,-79.40037521708493,36.04728285
32389,Franklin County,Indiana,22758.0,3.6,21.97,-85.0563234,39.4149034
32390,Adams County,Ohio,27698.0,3.6,21.66,-83.5051704,38.8398935
32391,Brown County,Ohio,43432.0,3.6,27.63,-83.8836555,38.9092542
32392,Clermont County,Ohio,206428.0,3.6,62.49,-84.1566341,39.0678155
32393,Hamilton County,Ohio,817473.0,3.6,78.78,-84.5501874,39.2085354
32394,Butler County,Ohio,383134.0,3.6,57.94,-84.5936897,39.4233043
32395,Warren County,Ohio,234602.0,3.6,70.33,-84.180897,39.4203978
32396,Wayne County,Michigan,1749343.0,9.6,235.75,-83.2844172,42.2682408
32397,Oakland County,Michigan,1257584.0,9.6,265.67,-83.3804439,42.6618842
32398,Washtenaw County,Michigan,367601.0,9.6,397.71,-83.8440853,42.2582044
32399,Livingston County,Michigan,191995.0,9.6,226.05,-83.9147925,42.5924563
32400,Macomb County,Michigan,873972.0,9.6,230.79,-82.902901,42.6741189
32401,Monroe County,Michigan,150500.0,7.4,226.58,-83.5135665,41.9153358
32402,Lucas County,Ohio,428348.0,7.4,102.25,-83.621321,41.6508446
32403,Ottawa County,Ohio,40525.0,7.4,51.82,-83.213342,41.5421375
32404,Wood County,Ohio,130817.0,7.4,81.03,-83.6643025,41.2776661
32405,Fulton County,Ohio,42126.0,7.4,61.72,-84.1141048,41.6045817
32406,Winnebago County,Illinois,282572.0,4.8,218.35,-89.1496574,42.3255276
32407,Lee County,Illinois,34096.0,4.8,196.5,-89.28602959086061,41.74731105
32408,Ogle County,Illinois,50643.0,4.8,152.04,-89.3138599,42.0397014
32409,Boone County,Illinois,53544.0,4.8,186.76,-88.8235511,42.321246
32410,Grundy County,Illinois,51054.0,5.1,158.66,-88.4119361,41.2747363
32411,Will County,Illinois,690743.0,5.1,239.6,-87.9994754,41.4194058
32412,Montcalm County,Michigan,63888.0,6.7,76.7,-85.112198,43.3055418
32413,Ionia County,Michigan,64697.0,6.7,119.02,-85.0713945,42.9469688
32414,Mecosta County,Michigan,43453.0,6.7,71.34,-85.3168199,43.6375503
32415,Kent County,Michigan,656955.0,6.7,137.91,-85.5502718,43.0024013
32416,Gratiot County,Michigan,40711.0,6.7,142.47,-84.6098023,43.2903117
32417,Iron County,Michigan,11066.0,1.0,54.22,-88.5463241,46.2178577
32418,Marinette County,Wisconsin,40350.0,1.0,74.35,-88.0409574,45.3834983
32419,Florence County,Wisconsin,4295.0,1.0,23.28,-88.3902943,45.8379973
32420,Dickinson County,Michigan,25239.0,1.0,138.67,-87.8864905,45.9874631
32421,Menominee County,Michigan,22780.0,1.0,79.02,-87.562159,45.5785741
32422,Morgan County,Illinois,33658.0,0.0,148.55,-90.190335,39.7062265
32423,Greene County,Illinois,12969.0,0.0,146.5,-90.3898985,39.3573664
32424,Scott County,Illinois,4951.0,0.0,100.99,-90.4753685,39.6333408
32425,Lawrence County,Indiana,45370.0,7.7,61.71,-86.4880717,38.8400395
32426,Orange County,Indiana,19646.0,7.7,35.63,-86.4953216,38.5421361
32427,Crawford County,Indiana,10577.0,6.3,56.73,-86.444022,38.304425
32428,Floyd County,Indiana,78522.0,6.3,76.41,-85.8996295,38.3176799
32429,Harrison County,Indiana,40515.0,6.3,39.49,-86.1066917,38.1816187
32430,Washington County,Indiana,28036.0,6.3,28.53,-86.1179768,38.5612578
32431,Arenac County,Michigan,14883.0,7.0,215.01,-83.8718694,44.0608193
32432,Iosco County,Michigan,25127.0,7.0,59.7,-83.6582168,44.3501989
32433,Oscoda County,Michigan,8241.0,7.0,84.94,-84.1467693,44.6789109
32434,Bay County,Michigan,103126.0,7.0,126.06,-83.9402747,43.6957567
32435,Ogemaw County,Michigan,20997.0,7.0,104.78,-84.125549,44.3364914
32436,Outagamie County,Wisconsin,187885.0,0.4,106.45,-88.4602005,44.41603
32437,Waupaca County,Wisconsin,50990.0,0.4,90.21,-88.9650419,44.4927889
32438,Mahoning County,Ohio,228683.0,7.6,52.47,-80.7826416,40.9830133
32439,Trumbull County,Ohio,197974.0,7.6,43.44,-80.76099482354229,41.302740299999996
32440,Mercer County,Pennsylvania,109424.0,7.6,69.45,-80.3014412,41.3334542
32441,Ashland County,Wisconsin,15562.0,3.3,77.11,-90.6802594,46.2062319
32442,Bayfield County,Wisconsin,15036.0,3.3,192.87,-91.1983175,46.4710241
32443,Sawyer County,Wisconsin,16558.0,3.3,78.51,-91.1468287,45.8731634
32444,Price County,Wisconsin,13351.0,3.3,44.94,-90.368792,45.676627
32445,Hancock County,Illinois,17708.0,0.0,84.71,-91.1458063,40.3941712
32446,Clark County,Missouri,6797.0,0.0,58.85,-91.7362195,40.3962004
32447,Lee County,Iowa,33657.0,0.0,8.91,-91.507313,40.6524894
32448,Ashland County,Ohio,53484.0,4.0,71.05,-82.2360391,40.7887367
32449,Richland County,Ohio,121154.0,4.0,48.7,-82.5302254,40.776322
32450,Pierce County,Wisconsin,42754.0,2.8,156.71,-92.3786114,44.7186568
32451,St. Croix County,Wisconsin,90687.0,2.8,179.74,-92.4679305,45.0312388
32452,Goodhue County,Minnesota,46340.0,2.8,330.17,-92.7175627,44.396973
32453,Calhoun County,Michigan,134159.0,5.6,156.53,-85.0229223,42.2461339
32454,Barry County,Michigan,61550.0,5.6,84.48,-85.3242417,42.5910739
32455,White County,Illinois,13537.0,0.0,44.32,-88.1577725,38.0632329
32456,Hamilton County,Illinois,8116.0,0.0,0.0,-88.5301136,38.0619569
32457,Winneshiek County,Iowa,19991.0,10.0,95.04,-91.8563139,43.2677179
32458,Dallam County,Texas,7287.0,0.0,27.45,-102.616685,36.3127064
32459,Swisher County,Texas,7397.0,0.0,13.52,-101.7119955,34.47235
32460,Moore County,Texas,20940.0,0.0,9.55,-101.9104355,35.8156121
32461,Oldham County,Texas,2112.0,0.0,0.0,-102.6193428,35.3907651
32462,Potter County,Texas,117415.0,0.0,16.18,-101.8776577,35.3683354
32463,Sherman County,Texas,3022.0,0.0,0.0,-101.8858689,36.2452294
32464,Carson County,Texas,5926.0,0.0,16.87,-101.3353895,35.3636563
32465,Hansford County,Texas,5399.0,0.0,0.0,-101.3621472,36.2563401
32466,Armstrong County,Texas,1887.0,0.0,0.0,-101.3449139,34.9295608
32467,Briscoe County,Texas,1546.0,0.0,0.0,-101.1875029,34.4795161
32468,Donley County,Texas,3278.0,0.0,0.0,-100.8145306,34.9315007
32469,Hartley County,Texas,5576.0,0.0,0.0,-102.6145811,35.8418438
32470,Hutchinson County,Texas,20938.0,0.0,19.1,-101.34844,35.8148236
32471,Ochiltree County,Texas,9836.0,0.0,0.0,-100.8138152,36.2559217
32472,Randall County,Texas,137713.0,0.0,2.18,-101.8850309,34.9444713
32473,Chambers County,Texas,43837.0,4.2,20.53,-94.5412295,29.7191125
32474,Harris County,Texas,4713325.0,4.2,42.05,-95.3741247,29.8119769
32475,Montgomery County,Texas,607391.0,4.2,87.42,-95.5065944,30.301949
32476,Austin County,Texas,30032.0,4.2,33.3,-96.2443467,29.8916488
32477,Fort Bend County,Texas,811688.0,4.2,169.89,-95.7807348,29.511218
32478,Liberty County,Texas,88219.0,4.2,27.21,-94.7856262,30.0856736
32479,San Jacinto County,Texas,28859.0,4.2,27.72,-95.1902362,30.5083577
32480,Waller County,Texas,55246.0,4.2,30.77,-95.9955885,29.9443902
32481,Lauderdale County,Mississippi,74125.0,1.1,21.59,-88.689636,32.3905206
32482,Neshoba County,Mississippi,29118.0,1.1,0.0,-89.103199,32.7237573
32483,Choctaw County,Alabama,12589.0,1.1,0.0,-88.2821326,31.9908095
32484,Kemper County,Mississippi,9742.0,1.1,10.26,-88.6604179,32.7307497
32485,Newton County,Mississippi,21018.0,1.1,38.06,-89.1317486,32.3882835
32486,Sumter County,Alabama,12427.0,1.1,16.09,-88.1837986,32.5234698
32487,Clarke County,Mississippi,15541.0,1.1,6.43,-88.7003965,32.0396256
32488,Iberville Parish,Louisiana,32511.0,2.4,18.46,-91.3133623,30.2120844
32489,Livingston Parish,Louisiana,140789.0,2.4,25.57,-90.7189344,30.4158699
32490,Pointe Coupee Parish,Louisiana,21730.0,2.4,18.41,-91.5740887,30.6194283
32491,West Baton Rouge Parish,Louisiana,26465.0,2.4,22.67,-91.3261882,30.4514623
32492,West Feliciana Parish,Louisiana,15568.0,2.4,6.42,-91.4016657,30.8842729
32493,East Baton Rouge Parish,Louisiana,440059.0,2.4,38.86,-91.0899217,30.5254797
32494,Ascension Parish,Louisiana,126604.0,2.4,37.91,-90.9186104,30.2116442
32495,East Feliciana Parish,Louisiana,19135.0,2.4,31.36,-91.0405799,30.8462165
32496,Sequoyah County,Oklahoma,41569.0,0.9,21.65,-94.7360577,35.5035863
32497,Crawford County,Arkansas,63257.0,0.9,20.55,-94.2684622,35.5803044
32498,Le Flore County,Oklahoma,49853.0,0.9,0.0,-94.6852153,34.8782244
32499,Franklin County,Arkansas,17715.0,0.9,5.64,-93.8864847,35.5110075
32500,Sebastian County,Arkansas,127827.0,0.9,18.78,-94.2654285,35.1770785
32501,Logan County,Arkansas,21466.0,0.9,13.98,-93.7233321,35.2255171
32502,Scott County,Arkansas,10281.0,0.9,0.0,-94.0431714,34.8469384
32503,Haskell County,Oklahoma,12627.0,0.9,7.92,-95.1115771,35.2084387
32504,Hidalgo County,Texas,868707.0,2.9,40.06,-98.216445,26.3530256
32505,Starr County,Texas,64633.0,2.9,117.59,-98.7479897,26.5630409
32506,Madison Parish,Louisiana,10951.0,0.0,18.26,-91.255051,32.3614697
32507,Claiborne County,Mississippi,8988.0,0.0,22.25,-90.9141968,31.9640367
32508,Warren County,Mississippi,45381.0,0.0,19.83,-90.7975574,32.3649516
32509,Hood County,Texas,61643.0,2.5,22.71,-97.828282,32.4107555
32510,Johnson County,Texas,175817.0,2.5,94.99,-97.3568623,32.3766071
32511,Parker County,Texas,142878.0,2.5,45.49,-97.7935767,32.7599475
32512,Tarrant County,Texas,2102515.0,2.5,32.29,-97.335696,32.7513658
32513,Somervell County,Texas,9128.0,2.5,21.91,-97.7724138,32.2275813
32514,Nacogdoches County,Texas,65204.0,2.7,21.47,-94.5927451,31.5970503
32515,San Augustine County,Texas,8237.0,2.7,121.4,-94.1751389,31.3970365
32516,Sabine County,Texas,10542.0,2.7,47.43,-93.8722218,31.3325489
32517,Shelby County,Texas,25274.0,2.7,23.74,-94.1301652,31.7716364
32518,Catahoula Parish,Louisiana,9494.0,1.2,0.0,-91.8487107,31.7294681
32519,Avoyelles Parish,Louisiana,40144.0,1.2,2.49,-92.0019698,31.0471604
32520,Grant Parish,Louisiana,22389.0,1.2,8.93,-92.5730029,31.5748918
32521,LaSalle Parish,Louisiana,14892.0,1.2,80.58,-91.9476206,29.9757602
32522,Allen Parish,Louisiana,25627.0,1.2,7.8,-92.8598049,30.6558242
32523,Rapides Parish,Louisiana,129648.0,1.2,13.11,-92.5526386,31.1719886
32524,Foard County,Texas,1155.0,0.0,173.16,-99.7310158,33.9502317
32525,Wilbarger County,Texas,12769.0,0.0,62.65,-99.2085961,34.0265157
32526,Hardeman County,Texas,3933.0,0.0,25.43,-99.7322571,34.2510707
32527,Hemphill County,Texas,3819.0,0.0,0.0,-100.2564532,35.8293476
32528,Roberts County,Texas,854.0,0.0,0.0,-100.8058034,35.8309752
32529,Wheeler County,Texas,5056.0,0.0,79.11,-100.2632764,35.3921902
32530,Gray County,Texas,21886.0,0.0,4.57,-100.7892236,35.3711816
32531,Evangeline Parish,Louisiana,33395.0,0.9,2.99,-92.4217813,30.6976776
32532,St. Landry Parish,Louisiana,82124.0,0.9,25.57,-92.0035057,30.6174002
32533,Grimes County,Texas,28880.0,0.6,55.4,-95.9943034,30.5169334
32534,Brazos County,Texas,229211.0,0.6,56.28,-96.3497772,30.6993189
32535,Burleson County,Texas,18443.0,0.6,37.95,-96.6353488,30.4764878
32536,Robertson County,Texas,17074.0,0.6,11.71,-96.5079742,31.0339058
32537,Washington County,Texas,35882.0,0.6,11.15,-96.3936114,30.2226352
32538,Lafourche Parish,Louisiana,97614.0,1.3,21.51,-90.3964889,29.5820155
32539,Assumption Parish,Louisiana,21891.0,1.3,18.27,-91.0533996,29.9185432
32540,Terrebonne Parish,Louisiana,110461.0,1.3,28.06,-90.8705871,29.4616211
32541,Coleman County,Texas,8175.0,1.8,24.46,-99.4461098,31.7766863
32542,Mills County,Texas,4873.0,1.8,0.0,-98.5527272,31.4861082
32543,Brown County,Texas,37864.0,1.8,29.05,-98.9904722,31.7525184
32544,San Saba County,Texas,6055.0,1.8,16.52,-98.8397049,31.122268
32545,Johnston County,Oklahoma,11085.0,2.3,0.0,-96.6752298,34.31888
32546,Love County,Oklahoma,10253.0,2.3,0.0,-97.2526992,33.9852998
32547,Marshall County,Oklahoma,16931.0,2.3,0.0,-96.7808049,34.0497884
32548,Carter County,Oklahoma,48111.0,2.3,47.81,-97.2789479,34.2330314
32549,Amite County,Mississippi,12297.0,0.0,8.13,-90.8217568,31.1729865
32550,Pike County,Mississippi,39288.0,0.0,15.27,-90.4093394,31.1712493
32551,Walthall County,Mississippi,14286.0,0.0,28.0,-90.1197687,31.1241919
32552,Marion County,Mississippi,24573.0,0.0,12.21,-89.8217717,31.2247688
32553,Coal County,Oklahoma,5495.0,2.5,0.0,-96.2944665,34.5661009
32554,Pontotoc County,Oklahoma,38284.0,2.5,41.79,-96.6814853,34.707331
32555,Hughes County,Oklahoma,13279.0,2.5,15.06,-96.2749675,35.0458435
32556,Seminole County,Oklahoma,24258.0,2.5,4.12,-96.6263487,35.1705939
32557,Floyd County,Texas,5712.0,0.0,17.51,-101.2765537,34.0266015
32558,Hale County,Texas,33406.0,0.0,8.98,-101.8088827,34.0321298
32559,Castro County,Texas,7530.0,0.0,13.28,-102.2592314,34.4952536
32560,Union County,Mississippi,28815.0,0.0,20.82,-88.9789198,34.4834555
32561,Tippah County,Mississippi,22015.0,0.0,13.63,-88.9119403,34.7296814
32562,Pontotoc County,Mississippi,32174.0,0.0,37.3,-89.0382651,34.2114655
32563,Issaquena County,Mississippi,1327.0,0.0,0.0,-91.0097866,32.6773851
32564,Washington County,Mississippi,43909.0,0.0,13.66,-90.9183546,33.2626706
32565,Sharkey County,Mississippi,4321.0,0.0,0.0,-90.8478339,32.8742585
32566,Jefferson County,Oklahoma,6002.0,0.0,383.21,-97.8379641,34.1234448
32567,Stephens County,Oklahoma,43143.0,0.0,574.83,-97.8636045,34.4858287
32568,Copiah County,Mississippi,28065.0,1.6,131.84,-90.4798717,31.8563532
32569,Lincoln County,Mississippi,34153.0,1.6,8.78,-90.4480916,31.4885409
32570,Comal County,Texas,156209.0,0.0,135.72,-98.2690787,29.7979704
32571,Johnson County,Arkansas,26578.0,0.0,11.29,-93.4550108,35.5600697
32572,Jim Hogg County,Texas,5200.0,0.7,288.46,-98.7047316,27.0065425
32573,Webb County,Texas,276652.0,0.7,586.3,-99.2523577,27.6983621
32574,Zapata County,Texas,14179.0,0.7,246.84,-99.1673556,26.9879626
32575,St. Francois County,Missouri,67215.0,4.2,25.29,-90.5089041,37.7763775
32576,Iron County,Missouri,10125.0,4.2,49.38,-90.6953467,37.575509
32577,Washington County,Missouri,24730.0,4.2,56.61,-90.879099,37.9559513
32578,Franklin County,Missouri,103967.0,4.2,56.75,-91.0841241,38.4021095
32579,Jefferson County,Missouri,225081.0,4.2,51.09,-90.5721889,38.267166
32580,Ste. Genevieve County,Missouri,17894.0,4.2,11.18,-90.16,38.046
32581,St. Louis County,Missouri,994205.0,4.2,120.7,-90.51881277501238,38.6398744
32582,St. Louis City,Missouri,300576.0,4.2,116.11,-90.203686,38.624223
32583,Lincoln County,South Dakota,61128.0,3.0,49.08,-96.7387762,43.2724187
32584,Miner County,South Dakota,2216.0,3.0,0.0,-97.6043451,44.0129518
